*******************************************************************************
Ephemeris / WWW_USER Wed Mar 27 20:41:39 2019 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: L2 (392)                        {source: L2_de431}
Center body name: Sun (10)                        {source: DE431mx}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2018-Oct-01 00:00:00.0000 TDB
Stop  time      : A.D. 2040-Dec-31 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Output units    : KM-S                                                         
Output type     : LT CORRECTED cartesian states
Output format   : 2 (position and velocity)
Reference frame : ICRF/J2000.0                                                 
Coordinate systm: Earth Mean Equator and Equinox of Reference Epoch            
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2458392.500000000, A.D. 2018-Oct-01 00:00:00.0000,  1.500074736189221E+08,  1.814076756699438E+07,  7.863396825103095E+06, -4.421820062135812E+00,  2.726630484561676E+01,  1.181999980499843E+01,
2458393.500000000, A.D. 2018-Oct-02 00:00:00.0000,  1.496033332631920E+08,  2.049379024654502E+07,  8.883437089436904E+06, -4.933108372706802E+00,  2.720037381479760E+01,  1.179141956547830E+01,
2458394.500000000, A.D. 2018-Oct-03 00:00:00.0000,  1.491550603328679E+08,  2.284076719376940E+07,  9.900856600312686E+06, -5.443380363394486E+00,  2.712635856417210E+01,  1.175933474674808E+01,
2458395.500000000, A.D. 2018-Oct-04 00:00:00.0000,  1.486627492100782E+08,  2.518100025393110E+07,  1.091535270149192E+07, -5.952483873590622E+00,  2.704426700096480E+01,  1.172374877384354E+01,
2458396.500000000, A.D. 2018-Oct-05 00:00:00.0000,  1.481265074317912E+08,  2.751379206002947E+07,  1.192662307798770E+07, -6.460266562736003E+00,  2.695410945481085E+01,  1.168466612209157E+01,
2458397.500000000, A.D. 2018-Oct-06 00:00:00.0000,  1.475464557035416E+08,  2.983844624268230E+07,  1.293436584707749E+07, -6.966575952663971E+00,  2.685589869102650E+01,  1.164209232317434E+01,
2458398.500000000, A.D. 2018-Oct-07 00:00:00.0000,  1.469227279094424E+08,  3.215426764109462E+07,  1.393827964981295E+07, -7.471259471310392E+00,  2.674964992241706E+01,  1.159603397053249E+01,
2458399.500000000, A.D. 2018-Oct-08 00:00:00.0000,  1.462554711183409E+08,  3.446056251498307E+07,  1.493806374296506E+07, -7.974164498380139E+00,  2.663538081977891E+01,  1.154649872411103E+01,
2458400.500000000, A.D. 2018-Oct-09 00:00:00.0000,  1.455448455859343E+08,  3.675663875736678E+07,  1.593341809135605E+07, -8.475138413202885E+00,  2.651311152145844E+01,  1.149349531456604E+01,
2458401.500000000, A.D. 2018-Oct-10 00:00:00.0000,  1.447910247526597E+08,  3.904180610816221E+07,  1.692404346053952E+07, -8.974028644593572E+00,  2.638286464237603E+01,  1.143703354710732E+01,
