*******************************************************************************
Ephemeris / WWW_USER Fri May 19 11:14:11 2023 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: James Webb Space Telescope (spacecraft) (-170) {source: JWST_merged}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2021-Dec-26 00:00:00.0000 TDB
Stop  time      : A.D. 2024-Oct-03 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0, 696000.0, 696000.0 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : LT CORRECTED cartesian states
Output format   : 2 (position and velocity)
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2459648.500000000, A.D. 2022-Mar-10 00:00:00.0000, -1.469009220584641E+08,  2.657798368343226E+07,  1.163829075242467E+07, -6.299734803225669E+00, -2.734614043805378E+01, -1.166991703630436E+01,
2459649.500000000, A.D. 2022-Mar-11 00:00:00.0000, -1.474229048926637E+08,  2.421103474315465E+07,  1.062808141586155E+07, -5.782904631393154E+00, -2.744301205775851E+01, -1.171403054837912E+01,
2459650.500000000, A.D. 2022-Mar-12 00:00:00.0000, -1.479001544971667E+08,  2.183608199438700E+07,  9.614206165258454E+06, -5.264266613044339E+00, -2.753140902765354E+01, -1.175477494925302E+01,
2459651.500000000, A.D. 2022-Mar-13 00:00:00.0000, -1.483325210848583E+08,  1.945385919000551E+07,  8.596956455737036E+06, -4.743969856609134E+00, -2.761129550103954E+01, -1.179214316520456E+01,
2459652.500000000, A.D. 2022-Mar-14 00:00:00.0000, -1.487198679580498E+08,  1.706510305897490E+07,  7.576624365339004E+06, -4.222168404609748E+00, -2.768263938577043E+01, -1.182612508500999E+01,
2459653.500000000, A.D. 2022-Mar-15 00:00:00.0000, -1.490620722502265E+08,  1.467055277642965E+07,  6.553502652963137E+06, -3.699023820353140E+00, -2.774540757485723E+01, -1.185671332112009E+01,
2459654.500000000, A.D. 2022-Mar-16 00:00:00.0000, -1.493590247497791E+08,  1.227095131972654E+07,  5.527885280813334E+06, -3.174705839971273E+00, -2.779956757017217E+01, -1.188389597550342E+01,
2459655.500000000, A.D. 2022-Mar-17 00:00:00.0000, -1.496106318662657E+08,  9.867043622612957E+06,  4.500067162250448E+06, -2.649390121714857E+00, -2.784508357670368E+01, -1.190765453621545E+01,
2459656.500000000, A.D. 2022-Mar-18 00:00:00.0000, -1.498168149978506E+08,  7.459578314727354E+06,  3.470344838965296E+06, -2.123252269243763E+00, -2.788191364973341E+01, -1.192797098320148E+01,
2459657.500000000, A.D. 2022-Mar-19 00:00:00.0000, -1.499775105562398E+08,  5.049307620388419E+06,  2.439016674921247E+06, -1.596463540505763E+00, -2.791001758083256E+01, -1.194482378016967E+01,
2459658.500000000, A.D. 2022-Mar-20 00:00:00.0000, -1.500926695112927E+08,  2.636987094457099E+06,  1.406382788639002E+06, -1.069189986986951E+00, -2.792935856861589E+01, -1.195819349578554E+01,
2459659.500000000, A.D. 2022-Mar-21 00:00:00.0000, -1.501622570408559E+08,  2.233752417033638E+05,  3.727448225328840E+05, -5.415950451626700E-01, -2.793990557570034E+01, -1.196806434595442E+01,
2459660.500000000, A.D. 2022-Mar-22 00:00:00.0000, -1.501862524073932E+08, -2.190767037258996E+06, -6.615942328994100E+05, -1.384249700263753E-02, -2.794163375376504E+01, -1.197442334699177E+01,
2459661.500000000, A.D. 2022-Mar-23 00:00:00.0000, -1.501646492848805E+08, -4.604676894536716E+06, -1.696330759012427E+06,  5.138996611942486E-01, -2.793452359320982E+01, -1.197726125807031E+01,
2459662.500000000, A.D. 2022-Mar-24 00:00:00.0000, -1.500974559358544E+08, -7.017590059556478E+06, -2.731159966248302E+06,  1.041459381749579E+00, -2.791856068788750E+01, -1.197656735719082E+01,
2459663.500000000, A.D. 2022-Mar-25 00:00:00.0000, -1.499846957506408E+08, -9.428741196056524E+06, -3.765776278230216E+06,  1.568659260854204E+00, -2.789373539900467E+01, -1.197233140841388E+01,
2459664.500000000, A.D. 2022-Mar-26 00:00:00.0000, -1.498264076627921E+08, -1.183736433342152E+07, -4.799873177474174E+06,  2.095316884135525E+00, -2.786004201991095E+01, -1.196454225954490E+01,
2459665.500000000, A.D. 2022-Mar-27 00:00:00.0000, -1.496226465838437E+08, -1.424269315424420E+07, -5.833143235576660E+06,  2.621244977015367E+00, -2.781747868769272E+01, -1.195318989451384E+01,
2459666.500000000, A.D. 2022-Mar-28 00:00:00.0000, -1.493734837892715E+08, -1.664396142532157E+07, -6.865277990212593E+06,  3.146252108989610E+00, -2.776604901178272E+01, -1.193826086278086E+01,
2459667.500000000, A.D. 2022-Mar-29 00:00:00.0000, -1.490790072027830E+08, -1.904040366193991E+07, -7.895968119670108E+06,  3.670143924433929E+00, -2.770576330914355E+01, -1.191974754646668E+01,
2459668.500000000, A.D. 2022-Mar-30 00:00:00.0000, -1.487393218141117E+08, -2.143125488384673E+07, -8.924903344161822E+06,  4.192720676836020E+00, -2.763663385414146E+01, -1.189763549204153E+01,
2459669.500000000, A.D. 2022-Mar-31 00:00:00.0000, -1.483545516022711E+08, -2.381575397734957E+07, -9.951772577425515E+06,  4.713728223597831E+00, -2.755874313685602E+01, -1.187192554035891E+01,
2459670.500000000, A.D. 2022-Apr-01 00:00:00.0000, -1.479248374879591E+08, -2.619314117431685E+07, -1.097626375921558E+07,  5.233070756458112E+00, -2.747199635495110E+01, -1.184258278547210E+01,
2459671.500000000, A.D. 2022-Apr-02 00:00:00.0000, -1.474503338239178E+08, -2.856265463056347E+07, -1.199806297869955E+07,  5.750491155991205E+00, -2.737648650230224E+01, -1.180961044613235E+01,
2459672.500000000, A.D. 2022-Apr-03 00:00:00.0000, -1.469312155109076E+08, -3.092353896150881E+07, -1.301685626747255E+07,  6.265784948537074E+00, -2.727225695740282E+01, -1.177299919511410E+01,
2459673.500000000, A.D. 2022-Apr-04 00:00:00.0000, -1.463676751056517E+08, -3.327504298325580E+07, -1.403232884708295E+07,  6.778748624958292E+00, -2.715935716687770E+01, -1.173274311648201E+01,
2459674.500000000, A.D. 2022-Apr-05 00:00:00.0000, -1.457599226668139E+08, -3.561641974006584E+07, -1.504416567786858E+07,  7.289180167375686E+00, -2.703784178130739E+01, -1.168883720344196E+01,
2459675.500000000, A.D. 2022-Apr-06 00:00:00.0000, -1.451081855961523E+08, -3.794692770299052E+07, -1.605205139207178E+07,  7.796879951027102E+00, -2.690777358195448E+01, -1.164128239880103E+01,
2459676.500000000, A.D. 2022-Apr-07 00:00:00.0000, -1.444127084595818E+08, -4.026583090697204E+07, -1.705567078859422E+07,  8.301650430840077E+00, -2.676922460916178E+01, -1.159007896551383E+01,
2459677.500000000, A.D. 2022-Apr-08 00:00:00.0000, -1.436737527974854E+08, -4.257239973196320E+07, -1.805470869110107E+07,  8.803297177486066E+00, -2.662226844245133E+01, -1.153523113246004E+01,
2459678.500000000, A.D. 2022-Apr-09 00:00:00.0000, -1.428915967178577E+08, -4.486591131311221E+07, -1.904885067011526E+07,  9.301630558006067E+00, -2.646698742974502E+01, -1.147674899247112E+01,
2459679.500000000, A.D. 2022-Apr-10 00:00:00.0000, -1.420665345247218E+08, -4.714565014605711E+07, -2.003778323881240E+07,  9.796465639613286E+00, -2.630346912511887E+01, -1.141464588572097E+01,
2459680.500000000, A.D. 2022-Apr-11 00:00:00.0000, -1.411988762803972E+08, -4.941090848856350E+07, -2.102119428907859E+07,  1.028762250598423E+01, -2.613180676249591E+01, -1.134893809750413E+01,
2459681.500000000, A.D. 2022-Apr-12 00:00:00.0000, -1.402889473091861E+08, -5.166098690201764E+07, -2.199877322685405E+07,  1.077492875666296E+01, -2.595209838671376E+01, -1.127964624617721E+01,
2459682.500000000, A.D. 2022-Apr-13 00:00:00.0000, -1.393370874881048E+08, -5.389519463968666E+07, -2.297021129999761E+07,  1.125821776787147E+01, -2.576444642830234E+01, -1.120679315541300E+01,
2459683.500000000, A.D. 2022-Apr-14 00:00:00.0000, -1.383436508951769E+08, -5.611284998190381E+07, -2.393520203126109E+07,  1.173732981346905E+01, -2.556895923208922E+01, -1.113040705971241E+01,
2459684.500000000, A.D. 2022-Apr-15 00:00:00.0000, -1.373090050341148E+08, -5.831328087940191E+07, -2.489344160133044E+07,  1.221211275861756E+01, -2.536575148716663E+01, -1.105052189575051E+01,
2459685.500000000, A.D. 2022-Apr-16 00:00:00.0000, -1.362335303469293E+08, -6.049582554057359E+07, -2.584462916813664E+07,  1.268241884428988E+01, -2.515494651470649E+01, -1.096717203037124E+01,
2459686.500000000, A.D. 2022-Apr-17 00:00:00.0000, -1.351176199269424E+08, -6.265983319162058E+07, -2.678846694721000E+07,  1.314810239674428E+01, -2.493667585659043E+01, -1.088039362722984E+01,
2459687.500000000, A.D. 2022-Apr-18 00:00:00.0000, -1.339616794657329E+08, -6.480466471975462E+07, -2.772466026464795E+07,  1.360901729997078E+01, -2.471107714020333E+01, -1.079022247391279E+01,
